,correct,query,date1,task
2438,False,"SELECT language, rating, count(title) FROM Song",27/01/22 09:49:43,065
2439,False,"SELECT language, rating FROM Song",27/01/22 09:49:48,065
2440,False,"SELECT language, rating FROM Song ORDER BY language ASC, rating DESC",27/01/22 09:50:02,065
2441,False,"SELECT language, rating, count(rating) FROM Song GROUP BY rating ORDER BY language ASC, rating DESC",27/01/22 09:50:19,065
2442,False,"SELECT language, rating,  FROM Song GROUP BY language ORDER BY language ASC, rating DESC",27/01/22 09:50:46,065
2443,False,"SELECT language, rating, count(*) FROM Song GROUP BY language ORDER BY language ASC, rating DESC",27/01/22 09:50:52,065
2444,False,"SELECT language, rating, count(*) FROM Song GROUP BY rating ORDER BY language ASC, rating DESC",27/01/22 09:51:16,065
2445,False,"SELECT language, rating, count(title) FROM Song GROUP BY rating ORDER BY language ASC, rating DESC",27/01/22 09:51:45,065
2446,False,"SELECT language, rating, count(title) FROM Song GROUP BY rating",27/01/22 09:53:03,065
2447,True,"SELECT language, rating, count(title) FROM Song GROUP BY language, rating ORDER BY language ASC, rating DESC",27/01/22 09:53:48,065
2448,True,"SELECT rating, count(*) FROM song GROUP BY rating HAVING count(*) = 1",27/01/22 09:54:39,066
2449,False,"SELECT song_id, title FROM song WHERE title LIKE '%Christmas%'",27/01/22 10:30:48,043
2450,True,"SELECT song_id, title FROM song WHERE title LIKE '%Christmas %'",27/01/22 10:30:54,043
2451,True,"SELECT title, name FROM song INNER JOIN interpret ON interpret_id = interpret_fk WHERE language = 'de'",27/01/22 10:32:19,044
2452,True,"SELECT a.title, s.rating, s.title FROM song s INNER JOIN album a ON a.album_id = s.album_fk WHERE s.rating = 3",27/01/22 10:35:04,045
2453,False,"SELECT s.title, s.seconds, i.name, a.title FROM song s LEFT JOIN album a ON a.album_id = s.album_fk LEFT JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE a.seconds <= 150 WHERE s.seconds <= 150",27/01/22 10:37:40,046
2454,True,"SELECT s.title, s.seconds, i.name, a.title FROM song s LEFT JOIN album a ON a.album_id = s.album_fk LEFT JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds <= 150",27/01/22 10:39:39,046
2455,True,"SELECT s.title, s.seconds, i.name, a.title FROM song s LEFT JOIN album a ON a.album_id = s.album_fk LEFT JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds <= 150",27/01/22 10:39:57,046
2456,True,"SELECT s.title, s.seconds, i.name, a.title FROM song s LEFT JOIN album a ON a.album_id = s.album_fk LEFT JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds <= 150",27/01/22 10:39:58,046
2457,True,"SELECT s.title, s.seconds, i.name, a.title FROM song s LEFT JOIN album a ON a.album_id = s.album_fk LEFT JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds <= 150",27/01/22 10:39:58,046
2458,True,"SELECT s.title, s.seconds, i.name, a.title FROM song s LEFT JOIN album a ON a.album_id = s.album_fk LEFT JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds <= 150",27/01/22 10:40:07,046
2459,True,"SELECT s.title, s.seconds, i.name, a.title FROM song s LEFT JOIN album a ON a.album_id = s.album_fk LEFT JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds <= 150",27/01/22 10:43:10,046
2460,True,"SELECT song_id, title, rating FROM song WHERE rating = (SELECT max(rating) FROM song)",27/01/22 10:53:08,047
2461,True,"SELECT song_id, title, rating FROM song WHERE rating = (SELECT max(rating) FROM song)",27/01/22 10:56:16,047
2462,True,"SELECT a.title, count(*), sum(s.seconds) FROM song s INNER JOIN album a ON a.album_id = s.album_fk GROUP BY a.title",27/01/22 11:01:27,048
2463,False,"SELECT a.title, count(*), sum(s.seconds) FROM song s INNER JOIN album a ON a.album_id = s.album_fk",27/01/22 11:01:34,048
2464,True,"SELECT a.title, count(*), sum(s.seconds) FROM song s INNER JOIN album a ON a.album_id = s.album_fk GROUP BY a.title",27/01/22 11:01:38,048
2465,True,"SELECT a.title, count(*), sum(s.seconds) FROM song s INNER JOIN album a ON a.album_id = s.album_fk GROUP BY a.title",27/01/22 11:01:41,048
2466,False,"SELECT s.song_id, s.name, s.seconds FROM song s INNER JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds = (SELECT sum(seconds) FROM song)",27/01/22 11:03:19,049
2467,True,"SELECT s.song_id, i.name, s.seconds FROM song s INNER JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds = (SELECT max(seconds) FROM song)",27/01/22 11:03:52,049
2468,True,"SELECT a.name, a.type FROM zoo_employee k JOIN zoo_animal a ON k.cage_id = a.cage_id JOIN zoo_food f ON  f.id = a.food_id WHERE f.name='blueberry' AND k.firstname = 'Heidi'",27/01/22 11:08:23,085
2469,True,SELECT name from ghosts,11/01/22 13:22:29,000
2470,True,SELECT name from ghosts,10/02/22 12:53:36,000
2471,False,from ghosts SELECT name,10/02/22 12:52:46,001
2472,False,FROM ghost SELECT name,10/02/22 12:52:58,001
2473,True,SELECT name from ghosts,10/02/22 12:53:54,001
2474,True,"SELECT name, year from ghosts",10/02/22 12:54:19,002
2475,False,"SELECT year WHERE name IS ""Sieglinde""",10/02/22 12:54:45,003
2476,False,"SELECT year WHERE name = ""Sieglinde""",10/02/22 12:54:53,003
2477,False,"SELECT year WHERE name = ""Sieglinde""",10/02/22 12:56:24,003
2478,False,"WHERE name = ""Sieglinde""",10/02/22 12:56:29,003
2479,True,"SELECT year FROM GHOSTS WHERE name = ""Sieglinde""",10/02/22 12:56:40,003
2480,False,"SELECT name FROM Ghosts WHERE year = ""1801"" OR ""1833""",10/02/22 12:58:13,004
2481,False,"SELECT name FROM Ghosts WHERE year = ""1801"" OR year = ""1833""",10/02/22 12:58:31,004
2482,False,"SELECT name FROM Ghosts WHERE name = ""Desiree"" OR ""Kaaleppi""",10/02/22 12:59:12,004
2483,False,"SELECT name FROM Ghosts WHERE name = ""Desiree"" OR name = ""Kaaleppi""",10/02/22 12:59:20,004
2484,True,SELECT name FROM Ghosts WHERE year > 1800,10/02/22 13:00:07,004
2485,True,SELECT name FROM Ghosts WHERE year > 1800,10/02/22 13:13:54,004
2486,True,SELECT name from ghosts,11/01/22 16:15:14,000
2487,True,SELECT name from ghosts,11/01/22 16:16:53,001
2488,False,"name, year SELECT from ghosts",11/01/22 16:17:44,002
2489,True,"SELECT name, year from ghosts",11/01/22 16:17:50,002
2490,True,"SELECT year FROM GHOSTS WHERE name = ""Sieglinde""",11/01/22 16:18:39,003
2491,True,SELECT name FROM Ghosts WHERE year >= 1800;,11/01/22 16:20:26,004
2492,True,SELECT name FROM Ghosts WHERE year >= 1700 AND year < 1800;,11/01/22 16:22:22,005
2493,True,SELECT name FROM Ghosts ORDER BY name ASC;,11/01/22 16:24:54,006
2494,True,SELECT name FROM Ghosts ORDER BY year DESC;,11/01/22 16:25:51,007
2495,True,SELECT DISTINCT year FROM ghosts,11/01/22 16:26:58,008
2496,True,"SELECT * FROM Ghosts ORDER BY year, name ASC;",11/01/22 16:29:51,009
2497,True,SELECT DISTINCT name FROM Ghosts WHERE year = 1833,11/01/22 16:31:01,010
2498,True,SELECT * FROM Ghosts WHERE year = 1650;,11/01/22 16:32:18,011
2499,False,SELECT NAME FROM Ghosts WHERE YEAR='1650' ORDER BY NAME DESC,11/01/22 16:33:16,012
2500,True,SELECT DISTINCT NAME FROM Ghosts WHERE YEAR='1650' ORDER BY NAME DESC,11/01/22 16:34:24,012
2501,True,"SELECT * FROM Ghosts WHERE year >= 1600 AND year <1700 ORDER BY year DESC, name ASC;",11/01/22 16:36:02,013
2502,True,SELECT DISTINCT name FROM Ghosts WHERE year = 1777 ORDER BY name ASC;,11/01/22 16:36:59,014
2503,False,SELECT * FROM Ghosts WHERE name = Veronika AND year >= 1700 AND year <1800;,11/01/22 16:38:14,015
2504,True,SELECT * FROM Ghosts WHERE name = 'Veronika' AND year >= 1700 AND year <1800;,11/01/22 16:39:38,015
2505,True,SELECT name FROM Wizards WHERE skill < 4 ORDER BY skill ASC;,11/01/22 16:40:42,016
2506,True,SELECT COUNT(DISTINCT name) FROM Ghosts WHERE year >= 1600 AND year <1700;,11/01/22 16:48:22,017
2507,False,SELECT (YEAR) FROM GHOSTS WHERE MIN = YEAR BETWEEN '1700' AND '1800',11/01/22 16:52:01,018
2508,False,SELECT (YEAR) FROM GHOSTS WHERE YEAR = MIN BETWEEN '1700' AND '1800',11/01/22 16:52:19,018
2509,False,SELECT (YEAR) FROM GHOSTS WHERE YEAR = LOW BETWEEN '1700' AND '1800',11/01/22 16:52:36,018
2510,True,SELECT MIN (YEAR) FROM GHOSTS WHERE YEAR BETWEEN '1700' AND '1800',11/01/22 16:54:21,018
2511,True,SELECT SUM(murdered) FROM Ghosts WHERE name = 'Siegfried',11/01/22 16:55:36,019
2512,True,SELECT MAX(year) FROM Ghosts WHERE year BETWEEN 1600 AND 1700,11/01/22 16:56:43,020
2513,True,SELECT COUNT(name) FROM Ghosts WHERE murdered >= 2,11/01/22 16:57:45,021
2514,True,SELECT COUNT (*) FROM GHOSTS WHERE YEAR BETWEEN 1700 AND 1800,11/01/22 16:58:29,022
2515,True,"SELECT MIN(year), MAX(year) FROM Ghosts",11/01/22 16:59:31,023
2516,True,SELECT MIN(name) FROM Ghosts,11/01/22 17:00:08,024
2517,True,SELECT DISTINCT year FROM ghosts ORDER BY year DESC,11/01/22 17:01:28,042
2518,True,SELECT count(DISTINCT year) FROM Ghosts,11/01/22 17:02:37,025
2519,True,"SELECT AREA, COUNT(*) FROM WIZARDS GROUP BY AREA",11/01/22 17:03:54,026
2520,True,"SELECT AREA, SUM(SKILL) FROM WIZARDS GROUP BY AREA",11/01/22 17:04:45,027
2521,True,SELECT name FROM Wizards WHERE skill < 4,11/01/22 17:05:23,028
2522,True,"SELECT area, COUNT(*) FROM Wizards GROUP BY area",11/01/22 17:06:37,029
2523,True,"SELECT area, MAX(skill) FROM Wizards GROUP BY area",11/01/22 17:07:20,030
2524,False,"SELECT area, COUNT(*) FROM Wizards GROUP BY area",11/01/22 17:08:16,031
2525,False,"SELECT area, COUNT(*) FROM Wizards# WHERE skill = 5 GROUP BY area",11/01/22 17:08:45,031
2526,True,"SELECT area, COUNT(*) FROM Wizards WHERE skill = 5 GROUP BY area",11/01/22 17:09:00,031
2527,True,SELECT AREA FROM WIZARDS WHERE SKILL < 3 GROUP BY AREA,11/01/22 17:10:17,032
2528,True,SELECT AREA FROM WIZARDS WHERE SKILL < 3 GROUP BY AREA,07/02/22 18:08:16,032
2529,False,SELECT area FROM Wizards WHERE COUNT(GROUP BY area) = 1,11/01/22 17:11:10,033
2530,False,SELECT area FROM Wizards GROUP BY area WHERE COUNT(*) = 1,11/01/22 17:11:41,033
2531,True,SELECT area FROM Wizards GROUP BY area HAVING COUNT(*) = 1,11/01/22 17:14:00,033
2532,True,SELECT area FROM Wizards GROUP BY area HAVING COUNT(*) = 1,11/01/22 17:14:03,033
2533,True,SELECT area FROM Wizards GROUP BY area HAVING COUNT(*) = 1,11/01/22 17:14:05,033
2534,True,"SELECT g.name, p.name FROM ghosts g, places p WHERE g.place_id == p.id",11/01/22 17:18:01,034
2535,False,"SELECT p.name FROM GHOSTS g, PLACES p WHERE p.id = g.place_id AND p.name = ""Arthur""",11/01/22 17:19:21,035
2536,False,"SELECT p.name FROM PLACES p WHERE p.id = g.place_id AND p.name = ""Arthur""",11/01/22 17:19:34,035
2537,True,"SELECT p.name FROM GHOSTS g, PLACES p WHERE p.id = g.place_id AND g.name = ""Arthur""",11/01/22 17:19:55,035
2538,True,"SELECT G.name FROM Ghosts G, Places P WHERE G.place_id = P.id AND P.name = 'forest'",11/01/22 17:21:39,036
2539,True,"SELECT g.name, p.name FROM Hauntings  h, PLACES p, Ghosts g WHERE g.id = h.ghost_id AND p.id = h.place_id",11/01/22 17:23:10,037
2540,False,"SELECT G.name FROM Ghosts G, Places P, Hauntings H WHERE G.id = H.ghost_id AND P.id = H.Place_id AND G.name = 'Desiree'",11/01/22 17:24:44,038
2541,True,"SELECT P.name FROM Ghosts G, Places P, Hauntings H WHERE G.id = H.ghost_id AND P.id = H.Place_id AND G.name = 'Desiree'",11/01/22 17:25:17,038
2542,True,"SELECT G.name FROM Ghosts G, Places P, Hauntings H WHERE G.id=H.ghost_id AND P.id=H.place_id AND P.name = 'forest'",11/01/22 17:26:32,039
2543,False,"SELECT w.name FROM Wizards w, Lessons l, Teachers t WHERE w.id = l.pupil_id AND t.id = l.teacher_id AND t.name ='Anna'",11/01/22 17:29:16,040
2544,False,"SELECT w.name FROM Wizards w, Lessons l, Teachers t WHERE w.id = l.pupil_id AND t.id = l.teacher_id AND l.teacher_id = 1",11/01/22 17:29:57,040
2545,False,"SELECT w.name FROM Wizards w, Lessons l WHERE w.id = l.pupil_id AND l.teacher_id = 1",11/01/22 17:30:11,040
2546,False,"SELECT w.name FROM Wizards w, Lessons l WHERE w.id = l.pupil_id AND l.teacher = w.id AND w.name = 'Anna'",11/01/22 17:32:01,040
2547,False,"SELECT w.name FROM Wizards w, Lessons l WHERE w.id = l.pupil_id AND l.teacher_id = w.id AND w.name = 'Anna'",11/01/22 17:32:25,040
2548,True,"SELECT A.name FROM Wizards A, Wizards B, Lessons l WHERE A.id = l.pupil_id AND B.id= l.teacher_id AND B.name = 'Anna'",11/01/22 17:36:46,040
2549,True,"SELECT a.name FROM Wizards a, Wizards b, Lessons l WHERE a.id = l.teacher_id AND b.id = l.pupil_id AND b.name = 'Bingo'",11/01/22 17:38:40,041
2550,True,"SELECT a.name FROM Wizards a, Wizards b, Lessons l WHERE a.id = l.teacher_id AND b.id = l.pupil_id AND b.name = 'Bingo'",11/01/22 17:38:42,041
2551,False,"SELECT p.name FROM GHOSTS g PLACES p WHERE g.name = ""Arthur"" ON p.id = g.place_id",11/01/22 20:43:55,051
2552,False,"SELECT p.name FROM GHOSTS g PLACES p WHERE g.name = ""Arthur"" p.id = g.place_id",11/01/22 20:45:07,051
2553,False,"SELECT p.name FROM GHOSTS g PLACES p WHERE p.id = g.place_id ON g.name = ""Arthur""",11/01/22 20:46:35,051
2554,False,"SELECT p.name FROM GHOSTS g INNER JOIN PLACES p WHERE g.name = ""Arthur"" ON p.id = g.place_id",11/01/22 20:48:01,051
2555,True,"SELECT p.name FROM GHOSTS g INNER JOIN PLACES p ON p.id = g.place_id WHERE g.name = ""Arthur""",11/01/22 20:49:01,051
2556,True,"SELECT p.name FROM GHOSTS g INNER JOIN PLACES p ON p.id = g.place_id WHERE g.name = ""Arthur""",11/01/22 20:49:09,051
2557,True,"SELECT a.name, n.name FROM Nouns n CROSS JOIN Adjectives a WHERE n.type = 'gold'",11/01/22 20:54:53,052
2558,False,"SELECT g.name, p.name FROM Hauntings  h JOIN PLACES p ON p.id = h.place_id WHERE g.id = p.place_id",11/01/22 20:58:39,053
2559,True,"SELECT g.name, p.name FROM Hauntings  h JOIN PLACES p ON p.id = h.place_id JOIN Ghosts g ON g.id = h.ghost_id",11/01/22 20:59:30,053
2560,True,"SELECT g.name, c.name FROM Ghosts g LEFT JOIN Castles c ON g.id = c.owner",11/01/22 21:02:25,054
2561,False,SELECT g.name FROM Ghosts g JOIN Hauntings h ON g.id = h.ghost_id Places p JOIN Hauntings h ON p.id = h.place_id WHERE p.name = 'forest',11/01/22 21:05:56,055
2562,False,"SELECT g.name FROM Ghosts g JOIN Hauntings h ON g.id = h.ghost_id, Places p JOIN Hauntings h ON p.id = h.place_id WHERE p.name = 'forest'",11/01/22 21:06:07,055
2563,True,SELECT g.name FROM Hauntings h JOIN Ghosts g ON g.id = h.ghost_id JOIN Places p ON p.id = h.place_id WHERE p.name = 'forest',11/01/22 21:06:55,055
2564,True,SELECT b.name FROM Lessons l JOIN Wizards a ON l.teacher_id = a.id JOIN Wizards b ON l.pupil_id = b.id WHERE a.name = 'Anna',11/01/22 21:48:43,056
2565,True,SELECT a.name FROM Lessons l JOIN Wizards a ON l.teacher_id = a.id JOIN Wizards b ON l.pupil_id = b.id WHERE b.name = 'Bingo',11/01/22 21:50:56,057
2566,True,SELECT title FROM Album,11/01/22 21:52:19,059
2567,True,SELECT name FROM interpret ORDER BY name,11/01/22 21:52:54,060
2568,False,SELECT title FROM Song WHERE rating <= 3,11/01/22 21:53:51,061
2569,True,"SELECT title, rating FROM Song WHERE rating <= 3",11/01/22 21:54:09,061
2570,True,SELECT DISTINCT country FROM interpret,11/01/22 21:54:28,062
2571,True,"SELECT title, seconds FROM Song WHERE seconds BETWEEN 120 AND 180 ORDER BY seconds DESC",11/01/22 21:56:02,063
2572,False,"SELECT country, count(*) FROM interpret ORDER BY country",11/01/22 21:56:39,064
2573,True,"SELECT country, count(*) FROM interpret GROUP BY country",11/01/22 21:56:46,064
2574,True,"SELECT language, rating, COUNT(*) FROM Song GROUP BY language, rating ORDER BY language, rating DESC",11/01/22 21:59:50,065
2575,True,"SELECT rating, count(*) FROM song GROUP BY rating HAVING count(*) = 1",11/01/22 22:00:53,066
2576,False,"SELECT i.name, count(*), a.title FROM album a INNER JOIN song s ON (a.album_id = s.album_fk) INNER JOIN interpret i ON (i.interpret_id = s.interpret_fk) (SELECT album_fk FROM song WHERE interpret_fk IS NULL) GROUP BY i.name, a.title;",11/01/22 22:32:20,067
2577,False,"SELECT i.name, count(*), a.title FROM album a INNER JOIN song s ON (a.album_id = s.album_fk) LEFT JOIN interpret i ON (i.interpret_id = s.interpret_fk) (SELECT album_fk FROM song WHERE interpret_fk IS NULL) GROUP BY i.name, a.title;",11/01/22 22:33:08,067
2578,False,"SELECT i.name, count(*), a.title FROM album a INNER JOIN song s ON (a.album_id = s.album_fk) LEFT JOIN interpret i ON (i.interpret_id = s.interpret_fk) (SELECT album_fk FROM song WHERE interpret_fk IS NULL) GROUP BY i.name, a.title;",11/01/22 22:34:24,067
2579,True,"SELECT i.name, count(*), a.title FROM album a INNER JOIN song s ON (a.album_id = s.album_fk) LEFT JOIN interpret i ON (i.interpret_id = s.interpret_fk) WHERE a.album_id IN (SELECT album_fk FROM song WHERE interpret_fk IS NULL) GROUP BY i.name, a.title;",11/01/22 22:34:58,067
2580,False,"SELECT song_id, title FROM song WHERE title LIKE '%Christmas%'",11/01/22 22:37:06,043
2581,True,"SELECT song_id, title FROM song WHERE title LIKE '%Christmas %'",11/01/22 22:37:23,043
2582,True,"SELECT title, name FROM song INNER JOIN interpret ON interpret_id = interpret_fk WHERE language = 'de'",11/01/22 22:39:48,044
2583,True,"SELECT a.title, s.rating, s.title FROM song s INNER JOIN album a ON a.album_id = s.album_fk WHERE s.rating = 3",11/01/22 22:41:32,045
2584,True,"SELECT s.title, s.seconds, i.name, a.title FROM song s LEFT JOIN album a ON a.album_id = s.album_fk LEFT JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds <= 150 ORDER BY s.seconds",11/01/22 22:44:11,046
2585,True,"SELECT song_id, title, rating FROM song WHERE rating = (SELECT max(rating) FROM song)",11/01/22 22:47:25,047
2586,True,"SELECT a.title, count(*), sum(s.seconds) FROM song s INNER JOIN album a ON a.album_id = s.album_fk GROUP BY a.title",11/01/22 22:49:32,048
2587,False,"SELECT s.song_id, i.name, s.seconds FROM interpret LEFT JOIN song s ON i.interpret_id = s.interpret_fk WHERE s.seconds = (SELECT max(seconds) FROM song)",11/01/22 22:52:01,049
2588,True,"SELECT s.song_id, i.name, s.seconds FROM song s INNER JOIN interpret i ON i.interpret_id = s.interpret_fk WHERE s.seconds = (SELECT max(seconds) FROM song)",11/01/22 22:54:17,049
2589,True,"SELECT id, type, name, cage_id FROM zoo_animal WHERE cage_id IS NULL",11/01/22 22:56:47,077
2590,False,"SELECT a.name, a,type, e.firstname, e.surname FROM zoo_animal a, zoo_employee e WHERE a.name = e.firstname",11/01/22 22:59:04,078
2591,False,"SELECT a.name, a,type, e.firstname, e.surname FROM zoo_animal a, zoo_employee e WHERE a.name = e.firstname ORDER BY e.surname DESC",11/01/22 23:00:34,078
2592,True,"SELECT name, type, firstname, surname FROM zoo_animal, zoo_employee WHERE name = firstname ORDER BY surname DESC",11/01/22 23:01:56,078
2593,True,"SELECT name, type, birthdate FROM zoo_animal WHERE birthdate = entry_date ORDER BY birthdate DESC",11/01/22 23:04:24,079
2594,True,SELECT f.name FROM zoo_animal a INNER JOIN zoo_food f ON a.food_id = f.id WHERE a.name = 'Timon',11/01/22 23:06:27,080
2595,False,"SELECT COUNT(ALL) AS amount, type FROM zoo_animal GROUP BY type ORDER BY amount ORDER BY amount DESC",11/01/22 23:08:21,081
2596,False,"SELECT COUNT(type) AS amount, type FROM zoo_animal GROUP BY type ORDER BY amount ORDER BY amount DESC",11/01/22 23:08:32,081
2597,True,"SELECT COUNT(type) AS amount, type FROM zoo_animal GROUP BY type ORDER BY amount DESC",11/01/22 23:08:56,081
2598,False,SELECT name FROM zoo_animal WHERE type = 'bear' AND birthdate = max(birthdate),11/01/22 23:10:45,082
2599,False,SELECT name FROM zoo_animal WHERE type = 'bear' HAVING MAX(birthdate),11/01/22 23:12:35,082
2600,False,SELECT name FROM zoo_animal WHERE type = 'bear' GROUP BY 'type' HAVING MAX(birthdate),11/01/22 23:13:11,082
2601,True,"SELECT name, birthdate FROM zoo_animal WHERE type = 'bear' GROUP BY 'type' HAVING MAX(birthdate)",11/01/22 23:13:28,082
2602,True,"SELECT name, birthdate FROM zoo_animal WHERE type = 'bear' GROUP BY 'type' HAVING MAX(birthdate)",11/01/22 23:13:42,082
2603,False,"SELECT name, birthdate FROM zoo_animal a JOIN zoo_employee k ON a.cage_id = k.cage_id WHERE a.type='bear' AND k.firstname = 'Heidi') WHERE  birthdate = (SELECT MAX(birthdate)",11/01/22 23:16:47,083
2604,False,"SELECT name, birthdate FROM zoo_animal a JOIN zoo_employee k ON a.cage_id = k.cage_id WHERE  birthdate = (SELECT MAX(birthdate) WHERE  birthdate = (SELECT birthdate FROM zoo_animal WHERE k.type='bear' AND k.name = 'Heidi')",11/01/22 23:18:21,083
2605,False,"SELECT name, birthdate FROM zoo_animal a JOIN zoo_employee k ON a.cage_id = k.cage_id WHERE  birthdate = (SELECT birthdate FROM zoo_animal WHERE k.type='bear' AND k.name = 'Heidi') WHERE  birthdate = (SELECT MAX(birthdate)",11/01/22 23:18:27,083
2606,False,"SELECT name, birthdate FROM zoo_animal a JOIN zoo_employee k ON a.cage_id = k.cage_id WHERE  birthdate = (SELECT birthdate FROM zoo_animal WHERE k.type='bear' AND k.name = 'Heidi')",11/01/22 23:18:34,083
2607,False,"SELECT name, birthdate FROM zoo_animal a JOIN zoo_employee k ON a.cage_id = k.cage_id WHERE  birthdate = (SELECT MAX(birthdate) FROM zoo_animal WHERE k.type='bear' AND k.name = 'Heidi')",11/01/22 23:20:06,083
2608,False,"SELECT name, birthdate FROM zoo_animal a JOIN zoo_employee k ON a.cage_id = k.cage_id WHERE  birthdate = (SELECT MAX(birthdate) FROM zoo_animal WHERE a.type='bear' AND k.firstname = 'Heidi')",11/01/22 23:20:28,083
2609,False,"SELECT name, birthdate FROM zoo_animal a JOIN zoo_employee k ON a.cage_id = k.cage_id WHERE  birthdate = (SELECT MAX(birthdate) WHERE a.type='bear' AND k.firstname = 'Heidi')",11/01/22 23:21:30,083
2610,True,"SELECT name, birthdate FROM zoo_animal WHERE  birthdate = (SELECT MAX(birthdate) FROM zoo_animal a JOIN zoo_employee k ON a.cage_id = k.cage_id WHERE a.type='bear' AND k.firstname = 'Heidi')",11/01/22 23:22:34,083
2611,False,"SELECT COUNT(*), firstname FROM zoo_animal INNER JOIN zoo_employee ON cage_id = cage_id WHERE NOT cage_id = null GROUP BY firstname",11/01/22 23:26:47,084
2612,False,"SELECT COUNT(*), firstname FROM zoo_animal a INNER JOIN zoo_employee e ON a.cage_id = e.cage_id WHERE NOT cage_id = null GROUP BY firstname",11/01/22 23:27:12,084
2613,False,"SELECT COUNT(*), firstname FROM zoo_animal a INNER JOIN zoo_employee e ON a.cage_id = e.cage_id WHERE NOT a.cage_id = null GROUP BY firstname",11/01/22 23:27:31,084
2614,True,"SELECT COUNT(*), firstname FROM zoo_animal a INNER JOIN zoo_employee e ON a.cage_id = e.cage_id WHERE a.cage_id IS NOT NULL GROUP BY firstname",11/01/22 23:28:12,084
2615,True,"SELECT a.name, a.type FROM zoo_employee k JOIN zoo_animal a ON k.cage_id = a.cage_id JOIN zoo_food f ON  f.id = a.food_id WHERE f.name='blueberry' AND k.firstname = 'Heidi'",11/01/22 23:30:49,085
2616,False,SELECT avg_sqr FROM zoo_cage INNER JOIN,11/01/22 23:34:36,086
2617,False,SELECT avg_sqr FROM zoo_cage INNER JOIN,11/01/22 23:34:39,086
2618,False,SELECT avg_sqr FROM zoo_cage INNER JOIN,11/01/22 23:34:42,086
2619,False,SELECT avg_sqr FROM zoo_cage INNER JOIN,11/01/22 23:34:43,086
2620,True,"SELECT north_zone.sqr/count(*) FROM (SELECT zone, sum(squaremeter) sqr FROM zoo_cage WHERE zone = 'north' GROUP BY zone) north_zone INNER JOIN zoo_cage c ON (north_zone.zone = c.zone) INNER JOIN zoo_animal a ON (c.id = a.cage_id) GROUP BY c.zone, north_zone.sqr",11/01/22 23:42:43,086
2621,False,"SELECT north_zone.sqr/count(*) FROM (SELECT zone, sum(squaremeter) sqr FROM zoo_cage WHERE zone = 'north' GROUP BY zone) north_zone INNER JOIN zoo_cage c ON (north_zone.zone = c.zone) INNER JOIN zoo_animal a ON (north_zone.id = a.cage_id) GROUP BY c.zone, north_zone.sqr",11/01/22 23:46:53,086
2622,False,"SELECT north_zone.sqr/count(*) FROM (SELECT zone, sum(squaremeter) sqr FROM zoo_cage WHERE zone = 'north' GROUP BY zone) north_zone INNER JOIN zoo_cage c ON (north_zone.zone = c.zone) INNER JOIN zoo_animal a ON (north_zone.id = a.cage_id) GROUP BY c.zone",11/01/22 23:48:20,086
2623,True,"SELECT north_zone.sqr/count(*) FROM (SELECT zone, sum(squaremeter) sqr FROM zoo_cage WHERE zone = 'north' GROUP BY zone) north_zone INNER JOIN zoo_cage c ON (north_zone.zone = c.zone) INNER JOIN zoo_animal a ON (c.id = a.cage_id) GROUP BY c.zone",11/01/22 23:48:52,086
2624,True,"SELECT north_zone.sqr/count(*) FROM (SELECT zone, sum(squaremeter) sqr FROM zoo_cage WHERE zone = 'north' GROUP BY zone) north_zone INNER JOIN zoo_cage c ON (north_zone.zone = c.zone) INNER JOIN zoo_animal a ON (c.id = a.cage_id) GROUP BY c.zone",11/01/22 23:49:17,086
2625,True,SELECT name from ghosts,11/01/22 16:56:55,000
2626,True,SELECT name from ghosts,11/01/22 16:57:43,001
2627,True,SELECT name from ghosts,11/01/22 16:57:47,001
2628,True,"SELECT name, year from ghosts",11/01/22 16:57:58,002
2629,True,"SELECT year FROM GHOSTS WHERE name = ""Sieglinde""",11/01/22 16:58:17,003
2630,True,SELECT name FROM Ghosts WHERE year > 1800;,11/01/22 16:58:46,004
2631,False,SELECT name FROM Ghosts WHERE year > 1799 AND year < 1900;,11/01/22 16:59:24,005
2632,True,SELECT name FROM Ghosts WHERE year > 1699 AND year < 1800;,11/01/22 16:59:40,005
2633,True,SELECT name FROM Ghosts ORDER BY name ASC;,11/01/22 17:00:01,006
2634,True,SELECT name FROM Ghosts ORDER BY year DESC;,11/01/22 17:00:26,007
2635,False,year SELECT FROM ghosts DISTINCT,11/01/22 17:00:51,008
2636,False,SELECT year FROM ghosts DISTINCT,11/01/22 17:00:57,008
2637,True,SELECT DISTINCT year FROM ghosts,11/01/22 17:01:04,008
2638,False,"SELECT * FROM Ghosts ORDER BY name, year;",11/01/22 17:03:05,009
2639,True,"SELECT * FROM Ghosts ORDER BY year, name;",11/01/22 17:03:17,009
